Sanskrit Word,Transliteration,Meaning,Page Number
पाश्चधनुरासन,paarshvadhanuraasana,the sideways bow posture,110
पाश्वंशिषांसन,paarshvashirshhaasana,the headstand posture,110
पाश्च॑सवांङ्गासन,paarshvasarvaa.ngaasana,the sideways shoulderstand posture,110
पाश्वंहलासन,paarshvahalaasana,the lateral plough posture,110
पाश्चाककासन,paarshvaakakaasana,the sideways crow posture,110
पार्ष्णिः,paarshhNiH, heel,110
पालनीय,paalaniiya,should be protected or observed,110
पालयति,paalayati,to protect,110
पावक,paavaka,gold,110
पावकः,paavakaH,fire,110
पावनानि,paavanaani,purifying,111
पाश,paasha,a trap or noose or binding of the material world or relatives,111
पाशं,paashaM,rope or ties,111
पाशासन,paashaasana,the noose posture,111
पाहि,paahi,protect,111
पिंडे,pinDe,truncated or lump of a body or rice or flourball given in oblation,111
पिकः,pikaH,cuckoo,111
पिङ्ला,pi.ngalaa,the channel on the right of the spine,111
पिच्छम्‌,pichchham.h, feather,111
पिञ्च,piJNcha,the chin or feather,111
पिञ्जः,piJNjaH,an electirc switch,111
पिडा,piDaa,pain,111
पिण्ड,piNDa,morsel of food,111
पितरः,pitaraH,fathers,111
पिता,pitaa,father,111
पितामह,pitaamaha, grandfather father’s father,111
पितामहः,pitaamahaH,the grandfather,111
पितामहाः,pitaamahaaH,grandfathers,111
पितामहान्‌,pitaamahaan.h,grandfathers,111
पितामहि,pitaamahi, grandmother father’s mother,111
पिताम्बर,pitaambara,yellow sacred clean cloth worn by gods and priest,111
पितु,pitRi,father,111
पितुकारक,pitRikaaraka,Significator of Father which is the Sun,111
पितुन्‌,pitRin.h,fathers,111
पितुत्रताः,pitRivrataaH,worshipers of ancestors,111
पितृडणां,pitRiiNaaM,of the ancestors,111
पितुन्‌,pitRiin.h,to the ancestors,111
पितेव,piteva,like a father,111
पिदधाति,pidadhaati,to close,111
पिधानम्‌,pidhaanam.h,cork,111
पिपासा,pipaasaa,thirst,111
पिपासित,pipaasita,thirsty,111
पिपीलिका,pipiilikaa,ant,111
पिब्‌,pib.h,to drink,111
पिबंतु,piba.ntu,let them drink,111
पिबति,pibati, to drink,111
पिबेत्‌,pibet.h, may one drink,111
पिहितपत्रम्‌,pihitapatram.h,an envelope,111
पीठ,piiTha,sitting base,111
पीडन,piiDana,harrasment,111
पीडयति,piiDayati,to oppress,111
पीडया,piiDayaa,by torture,111
पीडित,piiDita,Distress or Usually caused by Combust position of planet,112
पीड्यन्ते,piiDyante, are afflicted,112
पीत,piita,yellow,112
पीतं,piitaM,yellow,112
पीतवाससम्‌,piitavaasasam.h,wearing the yellow dress,112
पुंडरीक,pu.nDariika,lotus,112
पुंलिन्गं,pu.nlingaM,masculine,112
पुंसः,pu.nsaH,of a person,112
पुंसां,pu.nsaaM,to the males  or to all people,112
पुंस्त्रीलिङ्गे,pu.nstriili.nge,masculine,112
पुच्छ,puchchha,tail,112
पुजयति,pujayati,to worship,112
पुजारी,pujaarii,priest,112
पुटक,puTaka,folliculus,112
पुटीकरोति,puTiikaroti,to fold or to roll a carpet,112
पुण्य,puNya,purification acquired by virtuous deeds,112
पुण्यं,puNyaM,pious,112
पुण्यः,puNyaH,original,112
पुण्यकर्मणां,puNyakarmaNaaM,of the pious,112
पुण्यकृतं,puNyakRitaM,of those who performed pious activities,112
पुण्यफलं,puNyaphalaM,result of pious work,112
पुण्याय,puNyaaya, for virtu,112
पुण्ये,puNye,the results of their pious activities,112
पुत्रभाव,putrabhaava,House of children or the 5th,112
पुत्रः,putraH,son,112
पुत्रकारक,putrakaaraka,Significator of Offspring,112
पुत्रकृतकान्‌,putrakRitakaan.h,as a son,112
पुत्रस्य,putrasya,with a son,112
पुत्राः,putraaH,sons,112
पुत्रादपि,putraadapi,even from the the son,112
पुत्रान्‌,putraan.h,sons,112
पुत्री,putrii,with daughter ,112
पुत्रे,putre,towards the son,112
पुत्रौ,putrau,2 sons of,112
पुनः,punaH,again  or on the other hand ,112
पुनरपि,punarapi, again & again,112
पुनरवसू,punaravasuu,Seventh nakshatra,112
पुनजंन्म,punarjanma,rebirth,112
पुनञ्च,punashcha,and again,112
पुनामि,punaami,shall purify,113
पुन्खितशर,punkhitashara,feathered arrow,113
पुमान्‌,pumaan.h,a person,113
पुरः,puraH,before or in front or East is considered front for auspicious occasion,113
पुरक,puraka,inhalation,113
पुरतः,purataH,in front,113
पुरतो,purato,in the front,113
पुरन्श्री,purandhrii,wife,113
पुरमथन,puramathana,O Destroyer of Tripura,113
पुरस्कारः,puraskaaraH, prize or  award,113
पुरा,puraa,formerly,113
पुराकोषः,puraakoshhaH,lexicon,113
पुराणं,puraaNaM,the oldest,113
पुराणः,puraaNaH,the oldest,113
पुराणपुरुषोत्तमः,puraaNapurushhottamaH,the ancient &the best of men,113
पुराणाः,puraaNaaH,Purana,113
पुराणी,puraaNii,very old,113
पुरातनः,puraatanaH,very old,113
पुरी,purii,stronghold or  city,113
पुरुजित्‌,purujit.h,Purujit,113
पुरुष,purushha,man,113
पुरुषं,purushhaM,to a person,113
पुरुषः,purushhaH,person,113
पुरुषषंभ,purushharshhabha,O best among men,113
पुरुषव्याघ्र,purushhavyaaghra,O tiger among human beings,113
पुरुषस्य,purushhasya,of a man,113
पुरुषाः,purushhaaH,such persons,113
पुरुषात्‌,purushhaat.h,from the person,113
पुरुषोत्तम,purushhottama, O Supreme Person,113
पुरुषोत्तमं,purushhottamaM,the Supreme Personality of Godhead,113
पुरुषोत्तमः,purushhottamaH,as the Supreme Personality,113
पुरुषौ,purushhau,living entities,113
पुरे,pure,in the city,113
पुरोधसां,purodhasaaM,of all priests,113
पुरोहित,purohita,priest,113
पुणंत्व,purNatva,perfection,113
पुर्वोत्तन,purvottana,the front of the body,113
पुर्वोत्तनासन,purvottanaasana,the front-stretching posture,113
पुलकित,pulakita,shivering with joy,113
पुश्कल,pushkala,a lot,113
पुश्य,pushya,Eighth nakshatra,113
पुष्कलाभिः,pushhkalaabhiH,Vedic hymns,113
पुष्टिः,pushhTiH, confirmation,114
पुष्णामि,pushhNaami,am nourishing,114
पुष्प,pushhpa,flower,114
पुष्पं,pushhpaM,a flower,114
पुष्पधानी,pushhpadhaanii, vase or flower pot,114
पुष्पित,pushhpita,one that has flowered,114
पुष्पितां,pushhpitaaM,flowery,114
पुष्य,pushhya,Eighth nakshatra,114
पुष्यति,pushhyati, to nourish,114
पुस्तक,pustaka,book,114
पुञ्जः,pu njaH, mass ,114
पुञ्जकेन्द्रं,pu njakendraM,centre of mass,114
पूज्‌,puuj.h,to worship,114
पूज,puuja,ritual,114
पूजन,puujana,worship,114
पूजयति,puujayati,to worship,114
पूजा,puujaa,Hindu ritual sometimes done to propitiate a planet,114
पूजां,puujaaM,Worship,114
पूजागृहम्‌,puujaagRiham.h,the puja room,114
पूजानं,puujaanaM,worship,114
पूजार्हौ,puujaarhau,those who are worshipable,114
पूजाविधिं,puujaavidhiM,methods of worship,114
पूजास्थानं,puujaasthaanaM,the place of worship or altar,114
पूजित,puujita,worshiped,114
पूज्यंते,puujya.nte,are worshipped ,114
पूज्यः,puujyaH,worshipable,114
पूज्यते,puujyate,is worshipped,114
पूताः,puutaaH,being purified,114
पूति,puuti,bad-smelling,114
पूर्‌,puur.h,to fill,114
पूरय,puuraya,to fill,114
पूरयति,puurayati,to pour,114
पूरुषः,puurushhaH,a man,114
पूणमदः,puurNamadaH,complete or  whole  ,114
पूणंमुदच्यते,puurNamudachyate,complete whole is produced,114
पूर्णविराम,puurNaviraama,full stop or period,114
पूणांत्‌,puurNaat.h,From he Complete whole,114
पूर्नायु,puurnaayu,Full lifespan taken as 75-120 years,114
पूवं,puurva,previous,115
पूवं,puurvaM,before or ago,115
पूव॑क,puurvaka,ancestors,115
पूव॑तर,puurvataraM,in ancient times,115
पूर्वमेव,puurvameva,by previous arrangement,115
पूव॑रूपं,puurvaruupaM,having this form in the beginning,115
पूवांणि,puurvaaNi,before,115
पूर्वाफल्गुनि,puurvaaphalguni,Eleventh nakshatra or also just puurvaa ,115
पूवाभद्रपद,puurvaabhadrapada,Twenty fifth nakshatra,115
पूर्वै,puurve,before,115
पूर्वैः,puurvaiH,by the predecessors,115
पूषा,puushhaa,a god ,115
पूष्ण,puushhNa,a name of Sun,115
पृच्छति,pRichchhati,inquires or asks or minds,115
पृच्छा,pRichchhaa,demand,115
पुति,pRichhati, to ask or  to question,115
पृथक्‌,pRithak.h,each separately,115
पृथक्करणम्‌,pRithakkaraNam.h,analysis,115
पुथक्त्वेन,pRithaktvena,in duality,115
पृथग्विधं,pRithag.hvidhaM,of different kinds,115
पृथिवीं,pRithiviiM,Earth,115
पुथिव्यां,pRithivyaaM,in the earth,115
पुथ्वी,pRithvii,earth,115
पृष्ठतः,pRishhThataH,above,115
पृष्ठेभानुः,pRishhThebhaanuH, behind sun,115
पेय,peya,should be drunk,115
पोटलिका,poTalikaa,a sack,115
पोतक,potaka,young one of an animal,115
पोषक,poshhaka,nutrient,115
पौड़,pau.nDraM,the conch named Paundra,115
पौत्र,pautra, grandson  or son’s son ,115
पौत्राः,pautraaH,grandsons,115
पौत्रान्‌,pautraan.h,grandsons,115
पौत्रि,pautri, granddaughter  or son’s daughter,115
पौर,paura,townsman,115
पौरुष,paurushha,manliness or  virility or  courage or effort,115
पौरुषं,paurushhaM,ability,115
पौर्वदेहिकं,paurvadehikaM,from the previous body,116
पौलस्त्य,paulastya,ravaNa,116
प्कश,pkasha,wing,116
प्रज्ञचल्‌,pra+chal.h,to agitate,116
